	Well	tau_values	tau_index	GrowthRates	growth_rates_index	saturate_values	saturate_index	saturation_time
145	G2	1.08e-05	6	41676.364436605414	9	0.883	32	5.76e-05
146	G3	1.26e-05	7	-823.5951239233691	10	0.7513333333333333	32	5.76e-05
147	G4	1.08e-05	6	37442.98841723383	10	0.9443333333333334	25	4.5e-05
148	G5	1.26e-05	7	-982.5935320396093	11	0.7496666666666666	32	5.76e-05
149	G6	1.26e-05	7	-387.1289705334736	10	0.7543333333333333	32	5.76e-05
150	G7	1.26e-05	7	-9038.470140450323	11	0.7233333333333333	32	5.76e-05
151	G8	1.08e-05	6	1806.834437898234	14	0.8253333333333334	22	3.96e-05
152	G9	1.26e-05	7	11635.166956051893	15	0.7286666666666667	32	5.76e-05
153	G10	1.26e-05	7	10156.69906844665	15	0.7160000000000001	32	5.76e-05
154	G11	1.08e-05	6	1577.5821727059083	12	0.7103333333333333	28	5.04e-05
155	G12	1.08e-05	6	3938.0668781148947	14	0.7683333333333334	23	4.14e-05
156	G13	1.44e-05	8	15468.421600319221	17	1.0586666666666666	31	5.58e-05
157	G14	1.08e-05	6	16367.377558947666	14	0.9446666666666665	27	4.86e-05
158	G15	1.08e-05	6	5193.6583515706925	12	0.757	32	5.76e-05
159	G16	1.08e-05	6	7703.253723505884	15	0.7983333333333333	32	5.76e-05
160	G17	1.26e-05	7	9965.618868212594	11	0.8689999999999999	32	5.76e-05
161	G18	1.26e-05	7	12903.564508466734	15	0.8000000000000002	25	4.5e-05
162	G19	1.26e-05	7	27554.29822781502	9	0.7096666666666667	32	5.76e-05
163	G20	1.26e-05	7	24744.08263622141	10	0.786	32	5.76e-05
164	G21	1.08e-05	6	71492.43479425753	10	0.8153333333333332	31	5.58e-05
165	G22	1.08e-05	6	18419.08692349266	11	0.7676666666666666	25	4.5e-05
166	G23	1.26e-05	7	18001.89846059869	11	0.729	32	5.76e-05
167	G24	1.08e-05	6	28643.306080027647	12	0.7806666666666667	32	5.76e-05
168	H1	1.26e-05	7	11198.043542579684	15	0.773	32	5.76e-05
169	H2	1.26e-05	7	45888.0104284413	11	0.8140000000000001	32	5.76e-05
170	H3	1.08e-05	6	27798.80701278704	10	0.7543333333333333	32	5.76e-05
171	H4	1.26e-05	7	16449.371814400492	11	0.8493333333333334	32	5.76e-05
172	H5	1.08e-05	6	11682.32100562487	15	0.755	32	5.76e-05
173	H6	1.26e-05	7	4885.481931469588	10	0.7533333333333333	32	5.76e-05
174	H7	1.08e-05	6	35027.16451519059	10	1.1516666666666666	29	5.22e-05
175	H8	1.26e-05	7	6307.177736069284	15	0.7833333333333333	27	4.86e-05
176	H9	1.26e-05	7	1826.7603830047253	12	0.735	32	5.76e-05
177	H10	1.26e-05	7	-4612.894296602695	10	0.7296666666666667	29	5.22e-05
178	H11	1.26e-05	7		14	0.871	18	3.24e-05
179	H12	1.26e-05	7	2915.0865857762496	11	0.7186666666666666	27	4.86e-05
180	H13	1.08e-05	6	38980.32100427994	10	0.9806666666666666	29	5.22e-05
181	H14	1.08e-05	6	34689.36194405147	10	0.8973333333333334	29	5.22e-05
182	H15	1.26e-05	7	11513.277932886616	15	0.7876666666666668	32	5.76e-05
183	H16	1.26e-05	7	29838.415703419112	10	0.8493333333333334	32	5.76e-05
184	H17	1.26e-05	7	1674.9739159745804	11	0.8109999999999999	25	4.5e-05
185	H18	1.62e-05	9	7498.035511981453	15	0.574	31	5.58e-05
186	H19	1.26e-05	7	9669.902769573944	16	0.774	32	5.76e-05
187	H20	1.26e-05	7	16097.448424409193	10	0.753	32	5.76e-05
188	H21	1.26e-05	7	7221.730228017313	11	0.778	26	4.68e-05
189	H22	1.08e-05	6	80472.5936325483	10	0.6646666666666666	32	5.76e-05
190	H23	1.26e-05	7	8947.39566252094	16	0.7363333333333334	32	5.76e-05
191	H24	1.26e-05	7	14418.351285834875	15	0.7213333333333333	32	5.76e-05
192	I1	1.08e-05	6	63190.47877319196	11	0.7723333333333334	32	5.76e-05
193	I2	1.08e-05	6	10936.978302724267	16	0.8249999999999998	32	5.76e-05
194	I3	1.26e-05	7	12004.291217766227	16	0.746	32	5.76e-05
195	I4	1.26e-05	7	38045.7470822536	10	0.8653333333333334	25	4.5e-05
196	I5	1.08e-05	6	22404.902810349904	11	0.7826666666666666	32	5.76e-05
197	I6	1.26e-05	7	-230.4277529548126	10	0.7503333333333334	32	5.76e-05
198	I7	1.26e-05	7	10835.493729423446	10	0.7166666666666667	32	5.76e-05
199	I8	1.26e-05	7	1017.5015231465662	14	0.8223333333333334	22	3.96e-05
200	I9	1.26e-05	7	14343.452642067734	10	0.706	30	5.4e-05
201	I10	1.26e-05	7	-2592.6303632765	10	0.722	32	5.76e-05
