	Well	tau_values	tau_index	GrowthRates	growth_rates_index	saturate_values	saturate_index	saturation_time
322	N9	14400.0	8.0	2.6385571879997075e-05	13.0	0.8736666666666667	47	84600.0
323	N10	14400.0	8.0	9.446492690282709e-06	17.0	0.8306666666666667	48	86400.0
324	N11	18000.0	10.0		14.0	0.49066666666666664	20	36000.0
325	N12	14400.0	8.0	7.235517862518998e-06	18.0	0.838	48	86400.0
326	N13					0.125	48	86400.0
327	N14					0.09266666666666667	45	81000.0
328	N15	75600.0	42.0		46.0	0.102	48	86400.0
329	N16	12600.0	7.0	5.419310252237889e-05	11.0	0.7856666666666667	48	86400.0
330	N17	10800.0	6.0	2.758619421771394e-05	12.0	0.8403333333333333	43	77400.0
331	N18	18000.0	10.0	1.5504201203134875e-05	15.0	0.5976666666666666	39	70200.0
332	N19	16200.0	9.0	5.951965196019766e-06	20.0	0.8473333333333333	48	86400.0
333	N20	14400.0	8.0	9.414874830515264e-06	17.0	0.8953333333333333	48	86400.0
334	N21	9000.0	5.0	1.5401705114777205e-05	20.0	0.9739999999999999	48	86400.0
335	N22	32400.0	18.0	5.202287183851694e-06	26.0	0.5486666666666667	48	86400.0
336	N23					0.09133333333333334	15	27000.0
337	N24					0.09166666666666667	3	5400.0
338	O1	14400.0	8.0	1.2585771152236064e-05	22.0	0.9550000000000001	48	86400.0
339	O2	14400.0	8.0	9.044123329604194e-06	18.0	0.8796666666666667	48	86400.0
340	O3	14400.0	8.0	6.301157686300849e-05	10.0	0.8483333333333333	48	86400.0
341	O4	12600.0	7.0	4.507995966319115e-05	10.0	0.9466666666666667	41	73800.0
342	O5	14400.0	8.0	8.933446884265684e-06	19.0	0.8993333333333334	48	86400.0
343	O6	14400.0	8.0	9.034171528646283e-06	18.0	0.9266666666666667	47	84600.0
344	O7	14400.0	8.0	1.0255862053296789e-05	18.0	0.9163333333333333	48	86400.0
345	O8	14400.0	8.0	8.431391599663583e-06	16.0	0.9156666666666667	48	86400.0
346	O9	12600.0	7.0	9.578039638486187e-06	19.0	0.9103333333333333	48	86400.0
347	O10	12600.0	7.0	1.0721303359804968e-05	19.0	0.8863333333333333	48	86400.0
348	O11	16200.0	9.0	1.5462775972150138e-05	13.0	0.819	48	86400.0
349	O12	14400.0	8.0	7.382100920275638e-06	18.0	0.896	48	86400.0
350	O13					0.11366666666666668	45	81000.0
351	O14	10800.0	6.0	0.00010659048140032123	9.0	0.9206666666666666	48	86400.0
352	O15	14400.0	8.0	9.623124069507685e-06	19.0	0.859	48	86400.0
353	O16	14400.0	8.0	1.1404815374783548e-05	14.0	0.8770000000000001	48	86400.0
354	O17	12600.0	7.0	2.2750799586815535e-05	17.0	0.9826666666666667	39	70200.0
355	O18	12600.0	7.0	6.593612396736537e-06	17.0	0.9253333333333335	48	86400.0
356	O19	16200.0	9.0	1.044194769789022e-05	18.0	0.8826666666666667	48	86400.0
357	O20	16200.0	9.0	4.802907012138158e-05	11.0	0.8933333333333334	48	86400.0
358	O21	10800.0	6.0	2.9986844973958797e-05	17.0	0.9796666666666667	48	86400.0
359	O22	12600.0	7.0	1.0976444950146326e-05	19.0	0.9129999999999999	48	86400.0
360	O23	14400.0	8.0	1.0754580056587587e-05	19.0	0.9196666666666667	48	86400.0
361	O24	16200.0	9.0	1.9671197324513403e-05	19.0	1.023	48	86400.0
362	P1	14400.0	8.0	1.3571658394340425e-05	19.0	0.9696666666666666	45	81000.0
363	P2	14400.0	8.0	1.2945820965662373e-05	18.0	0.955	48	86400.0
364	P3	14400.0	8.0	5.7838752958350364e-05	10.0	0.9023333333333333	48	86400.0
365	P4	14400.0	8.0	1.4178479549062024e-05	17.0	0.9756666666666667	48	86400.0
366	P5	16200.0	9.0	1.3154096548995136e-05	20.0	0.9666666666666667	48	86400.0
367	P6	16200.0	9.0	3.620819977152226e-05	10.0	0.9696666666666666	47	84600.0
368	P7	14400.0	8.0	1.6226600481348093e-05	13.0	1.0966666666666667	29	52200.0
369	P8	16200.0	9.0	1.1671608295987009e-05	19.0	0.9460000000000001	48	86400.0
370	P9	16200.0	9.0	2.4097619001584907e-05	11.0	0.9403333333333332	48	86400.0
371	P10	16200.0	9.0	1.2712707686215931e-05	20.0	0.8803333333333333	48	86400.0
372	P11	14400.0	8.0	5.583742803195586e-05	10.0	0.9613333333333333	35	63000.0
373	P12	12600.0	7.0	9.746883668756552e-06	19.0	0.9146666666666667	48	86400.0
374	P13	9000.0	5.0	3.724167113616773e-05	13.0	0.9853333333333333	48	86400.0
375	P14	14400.0	8.0	1.6274085216319844e-05	13.0	0.9163333333333333	48	86400.0
376	P15	14400.0	8.0	1.4057246560505305e-05	19.0	0.9753333333333334	48	86400.0
377	P16	14400.0	8.0	1.4508726606848017e-05	19.0	1.0146666666666666	47	84600.0
378	P17	10800.0	6.0	4.041582592113156e-05	13.0	0.9476666666666667	48	86400.0
379	P18	16200.0	9.0	1.531541001762602e-05	19.0	0.7163333333333334	48	86400.0
380	P19	14400.0	8.0	6.37362755614348e-05	10.0	0.9306666666666668	48	86400.0
381	P20	14400.0	8.0	1.3026009770416127e-05	18.0	0.9676666666666667	48	86400.0
382	P21	10800.0	6.0	1.337009331077036e-05	17.0	0.9543333333333331	48	86400.0
383	P22	16200.0	9.0	1.20413978955363e-05	19.0	0.8796666666666666	47	84600.0
384	P23	16200.0	9.0	1.3242232751597534e-05	19.0	0.9153333333333333	48	86400.0
385	P24	16200.0	9.0	2.2086734958825138e-05	11.0	0.9286666666666666	48	86400.0
