	Well	tau_values	tau_index	GrowthRates	growth_rates_index	saturate_values	saturate_index	saturation_time
312	M23	12600.0	7.0	3.0845402940985663e-07	10.0	0.7200000000000001	32	57600.0
313	M24	10800.0	6.0	4.578275638470991e-05	10.0	0.8106666666666666	32	57600.0
314	N1	12600.0	7.0	1.1063188975240035e-05	15.0	0.7826666666666666	32	57600.0
315	N2	12600.0	7.0	5.551181300564447e-05	10.0	0.8026666666666666	32	57600.0
316	N3	14400.0	8.0	8.967818331068169e-06	12.0	0.7103333333333333	32	57600.0
317	N4	12600.0	7.0	2.958478445997112e-05	10.0	0.8156666666666665	31	55800.0
318	N5	10800.0	6.0	1.1109576776568438e-05	15.0	0.7239999999999999	32	57600.0
319	N6	10800.0	6.0	1.8242525289257515e-05	11.0	0.7056666666666667	32	57600.0
320	N7	10800.0	6.0	1.3731512771056121e-05	15.0	1.1566666666666665	32	57600.0
321	N8	10800.0	6.0	3.0461926064540633e-05	10.0	0.7319999999999999	28	50400.0
322	N9	12600.0	7.0	9.842269464843585e-06	15.0	0.7173333333333334	32	57600.0
323	N10	10800.0	6.0	-5.872002559722457e-06	12.0	0.7079999999999999	32	57600.0
324	N11	10800.0	6.0	9.871173815516456e-06	14.0	0.8353333333333333	22	39600.0
325	N12	12600.0	7.0	5.006138624705379e-06	15.0	0.7043333333333334	32	57600.0
326	N13	10800.0	6.0	5.133803798248616e-05	10.0	0.9786666666666667	32	57600.0
327	N14	10800.0	6.0	2.5822962249835945e-05	10.0	0.8756666666666667	32	57600.0
328	N15	10800.0	6.0	3.409809056350502e-05	10.0	0.7566666666666667	32	57600.0
329	N16	10800.0	6.0	7.824640083473808e-05	10.0	0.7886666666666667	32	57600.0
330	N17	12600.0	7.0	1.3458805819177526e-06	11.0	0.7879999999999999	26	46800.0
331	N18	14400.0	8.0		16.0	0.5066666666666667	19	34200.0
332	N19	12600.0	7.0	-3.83088194734864e-06	12.0	0.698	32	57600.0
333	N20	12600.0	7.0	-1.4856053801932825e-07	10.0	0.7546666666666666	32	57600.0
334	N21	10800.0	6.0	1.855812691168397e-05	15.0	0.8286666666666666	30	54000.0
335	N22	12600.0	7.0	3.5967313592129442e-06	10.0	0.6486666666666667	32	57600.0
336	N23	10800.0	6.0	-3.196047696960786e-06	12.0	0.6789999999999999	32	57600.0
337	N24	12600.0	7.0	2.4376561565691994e-05	13.0	0.7193333333333333	32	57600.0
338	O1	10800.0	6.0	2.5338000867975173e-05	12.0	0.7676666666666666	32	57600.0
339	O2	12600.0	7.0	1.1538335391794136e-05	15.0	0.7966666666666667	32	57600.0
340	O3	12600.0	7.0	9.078915481598182e-06	11.0	0.6726666666666666	32	57600.0
341	O4	10800.0	6.0	8.694764337784493e-06	14.0	0.8193333333333332	30	54000.0
342	O5	12600.0	7.0	1.8630847961973615e-06	11.0	0.735	32	57600.0
343	O6	10800.0	6.0	1.0611895211230778e-05	11.0	0.757	32	57600.0
344	O7	12600.0	7.0	2.6518001492554977e-05	12.0	0.7316666666666666	32	57600.0
345	O8	12600.0	7.0	2.0342042261430923e-05	10.0	0.7973333333333333	32	57600.0
346	O9	10800.0	6.0	8.367076151864699e-06	12.0	0.7113333333333333	32	57600.0
347	O10	10800.0	6.0	0.0002193327083198334	8.0	0.7223333333333333	32	57600.0
348	O11	10800.0	6.0	0.00015048270566049685	9.0	0.6633333333333334	32	57600.0
349	O12	10800.0	6.0	2.4582689744553532e-05	10.0	0.7133333333333333	32	57600.0
350	O13	10800.0	6.0	-3.2827991072041053e-06	11.0	0.895	32	57600.0
351	O14	10800.0	6.0	4.608012036648687e-05	12.0	0.8253333333333334	31	55800.0
352	O15	10800.0	6.0	0.0001851260571406071	9.0	0.662	32	57600.0
353	O16	12600.0	7.0	2.7110731649132955e-05	12.0	0.707	32	57600.0
354	O17	12600.0	7.0	3.715350941104257e-05	12.0	0.8676666666666667	32	57600.0
355	O18	12600.0	7.0	-2.156591278064668e-08	11.0	0.7606666666666667	27	48600.0
356	O19	12600.0	7.0	4.2337807434240155e-06	10.0	0.6846666666666668	32	57600.0
357	O20	10800.0	6.0	3.765969051621167e-05	11.0	0.697	32	57600.0
358	O21	10800.0	6.0	3.662158009015089e-05	11.0	0.8496666666666667	32	57600.0
359	O22	10800.0	6.0	3.32266483308336e-05	11.0	0.7766666666666667	32	57600.0
360	O23	12600.0	7.0	3.228951938758663e-05	11.0	0.6866666666666666	32	57600.0
361	O24	10800.0	6.0	2.643588589385671e-05	15.0	0.7756666666666666	32	57600.0
362	P1	14400.0	8.0	1.658600478587001e-05	13.0	0.7556666666666666	32	57600.0
363	P2	10800.0	6.0	1.956829276886793e-05	14.0	0.75	32	57600.0
364	P3	10800.0	6.0	1.3167345557385626e-05	18.0	0.6873333333333335	32	57600.0
365	P4	10800.0	6.0	3.1324357518352644e-05	11.0	0.7883333333333334	32	57600.0
366	P5	12600.0	7.0	1.2554980307315284e-05	16.0	0.7196666666666666	32	57600.0
367	P6	10800.0	6.0	3.309426062093677e-05	13.0	0.7336666666666667	32	57600.0
368	P7	10800.0	6.0	3.622355752779561e-05	13.0	0.9843333333333334	20	36000.0
369	P8	12600.0	7.0	3.6520569122406784e-05	10.0	0.7583333333333333	32	57600.0
370	P9	12600.0	7.0	1.1394363450416557e-05	16.0	0.6963333333333334	32	57600.0
371	P10	12600.0	7.0	1.3569950240024403e-05	16.0	0.7003333333333334	32	57600.0
372	P11	10800.0	6.0	1.891190172727498e-05	12.0	0.7440000000000001	22	39600.0
373	P12	10800.0	6.0	4.5237878512393834e-05	11.0	0.6803333333333333	32	57600.0
374	P13	12600.0	7.0	2.1593187826832563e-05	17.0	0.887	32	57600.0
375	P14	12600.0	7.0	1.4556972303975268e-05	15.0	0.809	32	57600.0
376	P15	12600.0	7.0	3.561255312862892e-05	12.0	0.6873333333333332	32	57600.0
377	P16	10800.0	6.0	1.5743285749482857e-05	15.0	0.7753333333333333	32	57600.0
378	P17	10800.0	6.0	5.325494214470235e-05	10.0	0.839	31	55800.0
379	P18	14400.0	8.0	2.6794022711571865e-05	13.0	0.49433333333333335	32	57600.0
380	P19	10800.0	6.0	3.084139948231273e-05	12.0	0.7176666666666667	32	57600.0
381	P20	10800.0	6.0	3.5542377641901365e-05	12.0	0.735	32	57600.0
382	P21	10800.0	6.0	6.144484804084882e-05	11.0	0.831	32	57600.0
383	P22	12600.0	7.0	4.477587862604391e-05	11.0	0.6466666666666666	32	57600.0
384	P23	10800.0	6.0	1.4458547788686471e-05	16.0	0.6423333333333333	32	57600.0
385	P24	12600.0	7.0	2.0643720706364337e-05	13.0	0.6859999999999999	31	55800.0
